Participant,Fold,Hidden1,Hidden2,Dropout,LearningRate,WeightDecay,Accuracy,Precision,Recall,F1 Score,AUROC
p11,5,16,64,0.2,0.001,0.0001,0.6234567901234568,0.6144578313253012,0.6375,0.6257668711656442,0.6684451219512195
p11,1,16,64,0.2,0.0005,0.0,0.6503067484662577,0.6578947368421053,0.6172839506172839,0.6369426751592356,0.6766034327009937
p11,2,16,64,0.2,0.0005,0.0,0.6790123456790124,0.6790123456790124,0.6790123456790124,0.6790123456790124,0.7157445511354976
p11,3,16,64,0.2,0.0005,0.0,0.6234567901234568,0.6388888888888888,0.5679012345679012,0.6013071895424836,0.6663618350861149
p11,4,16,64,0.2,0.0005,0.0,0.7283950617283951,0.7432432432432432,0.6875,0.7142857142857143,0.7536585365853659
p11,5,16,64,0.2,0.0005,0.0,0.5864197530864198,0.6444444444444445,0.3625,0.464,0.6236280487804878
p11,1,16,64,0.2,0.0005,0.0001,0.6625766871165644,0.6666666666666666,0.6419753086419753,0.6540880503144654,0.6698283649503162
p11,2,16,64,0.2,0.0005,0.0001,0.6172839506172839,0.5725190839694656,0.9259259259259259,0.7075471698113207,0.6832799878067368
p11,3,16,64,0.2,0.0005,0.0001,0.6172839506172839,0.620253164556962,0.6049382716049383,0.6125,0.6520347508001829
p11,4,16,64,0.2,0.0005,0.0001,0.6728395061728395,0.684931506849315,0.625,0.6535947712418301,0.7391768292682928
p11,5,16,64,0.2,0.0005,0.0001,0.6296296296296297,0.631578947368421,0.6,0.6153846153846154,0.6452743902439024
p11,1,16,64,0.3,0.001,0.0,0.656441717791411,0.654320987654321,0.654320987654321,0.654320987654321,0.6811201445347785
p11,2,16,64,0.3,0.001,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7222984301173602
p11,3,16,64,0.3,0.001,0.0,0.6296296296296297,0.6363636363636364,0.6049382716049383,0.620253164556962,0.6622466087486664
p11,4,16,64,0.3,0.001,0.0,0.6790123456790124,0.7058823529411765,0.6,0.6486486486486487,0.7190548780487804
p11,5,16,64,0.3,0.001,0.0,0.6172839506172839,0.6216216216216216,0.575,0.5974025974025974,0.639939024390244
p11,1,16,64,0.3,0.001,0.0001,0.6257668711656442,0.6282051282051282,0.6049382716049383,0.6163522012578616,0.6653116531165313
p11,2,16,64,0.3,0.001,0.0001,0.6728395061728395,0.6842105263157895,0.6419753086419753,0.6624203821656051,0.737844840725499
p11,3,16,64,0.3,0.001,0.0001,0.654320987654321,0.676056338028169,0.5925925925925926,0.631578947368421,0.6392318244170095
p11,4,16,64,0.3,0.001,0.0001,0.6790123456790124,0.7,0.6125,0.6533333333333333,0.7106707317073171
p11,5,16,64,0.3,0.001,0.0001,0.5617283950617284,0.5882352941176471,0.375,0.4580152671755725,0.561890243902439
p11,1,16,64,0.3,0.0005,0.0,0.6687116564417178,0.6753246753246753,0.6419753086419753,0.6582278481012658,0.6811201445347788
p11,2,16,64,0.3,0.0005,0.0,0.5987654320987654,0.5606060606060606,0.9135802469135802,0.6948356807511737,0.7001981405273585
p11,3,16,64,0.3,0.0005,0.0,0.654320987654321,0.6623376623376623,0.6296296296296297,0.6455696202531646,0.6406035665294925
p11,4,16,64,0.3,0.0005,0.0,0.6728395061728395,0.684931506849315,0.625,0.6535947712418301,0.7166158536585365
p11,5,16,64,0.3,0.0005,0.0,0.6172839506172839,0.618421052631579,0.5875,0.6025641025641025,0.6173780487804877
p11,1,16,64,0.3,0.0005,0.0001,0.6748466257668712,0.6794871794871795,0.654320987654321,0.6666666666666666,0.6781090033122555
p11,2,16,64,0.3,0.0005,0.0001,0.6481481481481481,0.7727272727272727,0.41975308641975306,0.544,0.6886145404663923
p11,3,16,64,0.3,0.0005,0.0001,0.6111111111111112,0.6153846153846154,0.5925925925925926,0.6037735849056604,0.6547782350251486
p11,4,16,64,0.3,0.0005,0.0001,0.6790123456790124,0.6891891891891891,0.6375,0.6623376623376623,0.7310975609756097
p11,5,16,64,0.3,0.0005,0.0001,0.5246913580246914,0.6,0.1125,0.18947368421052632,0.648780487804878
p11,1,16,64,0.4,0.001,0.0,0.6687116564417178,0.68,0.6296296296296297,0.6538461538461539,0.6752484191508581
p11,2,16,64,0.4,0.001,0.0,0.6666666666666666,0.6421052631578947,0.7530864197530864,0.6931818181818182,0.7210791037951532
p11,3,16,64,0.4,0.001,0.0,0.6358024691358025,0.6410256410256411,0.6172839506172839,0.6289308176100629,0.6471574455113549
p11,4,16,64,0.4,0.001,0.0,0.7037037037037037,0.7352941176470589,0.625,0.6756756756756757,0.7275914634146341
p11,5,16,64,0.4,0.001,0.0,0.6419753086419753,0.6617647058823529,0.5625,0.6081081081081081,0.6548780487804878
p11,1,16,64,0.4,0.001,0.0001,0.6625766871165644,0.6710526315789473,0.6296296296296297,0.6496815286624203,0.6574826859379705
p11,2,16,64,0.4,0.001,0.0001,0.6419753086419753,0.6825396825396826,0.5308641975308642,0.5972222222222222,0.7192501143118426
p11,3,16,64,0.4,0.001,0.0001,0.6296296296296297,0.6438356164383562,0.5802469135802469,0.6103896103896104,0.6596555403139766
p11,4,16,64,0.4,0.001,0.0001,0.6728395061728395,0.6901408450704225,0.6125,0.6490066225165563,0.7251524390243902
p11,5,16,64,0.4,0.001,0.0001,0.5,0.0,0.0,0.0,0.6519817073170732
p11,1,16,64,0.4,0.0005,0.0,0.6625766871165644,0.6625,0.654320987654321,0.6583850931677019,0.6827762722071665
